T2_max,T2_WRF_max,T2_min,T2_WRF_min,P_WRF_max,P_WRF_min,U10_WRF_max,U10_WRF_min,V10_WRF_max,V10_WRF_min
16.08,16.83429,6.03,6.586609,1024.3121,1019.5672,4.5200744,0.094097845,8.039554,-0.037866563
20.15,17.187592,8.52,7.5959167,1019.20935,1015.88696,3.4002721,0.29343602,4.040265,-0.057804685
16.11,15.563477,8.77,9.049438,1016.928,1012.4701,4.4753428,-0.26872414,-6.1242843,-0.0010318689
17.18,16.201416,9.24,11.180817,1012.5976,1007.6833,5.3651752,-0.18064761,-9.031814,-3.1144636
15.68,14.847839,12.34,12.575958,1008.2518,999.9163,10.925385,0.03759195,-14.893736,0.6959086
15.7,15.884125,12.9,12.898254,1015.18353,1006.584,9.9755,4.8312244,-12.362043,-1.502657
16.63,15.693573,12,12.110107,1017.13586,1014.4339,6.312469,0.751303,-3.689947,0.08882967
16.58,15.68985,12.75,9.268768,1016.7804,1015.4215,4.0494123,0.0677541,6.691044,-0.005288783
18.41,18.790497,9.9,9.214233,1017.09564,1015.9665,-3.1297612,0.049561664,4.500759,0.11124724
20.72,19.671051,10.66,10.201691,1016.21924,1011.69806,2.3533359,0.023889706,2.1891696,-0.12193278
17.51,16.60675,12.17,11.5954895,1012.76953,1011.0479,2.6821158,0.09761831,1.8485652,-0.04550854
17.34,16.702637,8.72,9.102081,1013.4126,1011.8314,7.2283487,-0.03591533,-7.8693147,0.04897609
15.84,14.722443,12.1,10.480194,1020.4532,1012.15436,7.482431,1.3222286,4.8115845,0.024720963
16.01,14.799957,9.29,8.3862915,1021.0075,1014.3015,3.5529976,0.024811016,-6.3615117,0.36730117
15.65,14.915527,13.57,12.393372,1014.3427,1012.4723,5.2286563,0.5366076,-7.0096254,0.19748637
17.25,15.666565,12.32,10.457397,1015.8426,1013.3363,2.207996,-0.014173756,-2.0084827,0.07012864
16.96,17.189667,13.43,11.313965,1016.93835,1014.47,3.4435737,0.064320296,-1.3759297,0.17499253
16.63,15.622437,12.75,10.71521,1021.4519,1015.4035,4.37335,-0.020394355,6.0872474,-0.035789356
17.11,15.652039,11.44,8.482239,1022.5719,1020.84784,3.1380644,-0.331736,3.880981,0.03852334
16.58,16.834808,11.25,10.643982,1020.9211,1015.4207,2.594219,-0.008929554,3.1731992,0.055899404
18.68,18.42572,13.23,10.150421,1015.4816,1013.65375,4.427029,0.114706255,-7.607487,0.037758626
18.01,15.901184,12.9,10.0130005,1019.2141,1014.236,3.7598774,-0.0066079525,-7.6614394,0.538152
17.11,16.474854,11.15,9.600159,1018.23865,1015.221,3.4498053,-0.16204934,4.964788,-0.058574777
15.03,14.139862,9.78,8.100708,1022.90076,1016.3949,4.946128,0.016594458,7.469173,0.4126645
15.46,15.31604,7.77,7.887329,1025.5138,1022.774,4.173379,0.02559826,7.566902,0.3534154
15.82,12.548248,10.59,12.548248,1024.7906,1024.7906,-0.5643428,-0.5643428,2.9773757,2.9773757
16.11,16.222748,12.63,12.406311,1013.63983,1012.3134,3.4680698,0.042461038,5.95323,-0.054185662
15.25,15.190155,11.93,9.006195,1016.0531,1013.06104,3.5252001,0.16525364,3.0782223,0.010176195
16.94,16.415894,10.37,9.588562,1014.8731,1012.2326,5.3012395,0.057457767,-5.7861032,-0.24645443
15.63,14.722076,10.05,8.864655,1023.35474,1014.0878,3.8035848,0.15544687,-5.0737424,0.08013056
15.46,14.846741,7.49,8.105835,1023.41815,1015.9347,-3.887472,-0.62698746,5.4316473,0.039854605
16.34,16.153473,9.9,9.315399,1016.29095,1014.7285,2.6193724,-0.10381259,-4.3013372,-1.4213426
17.13,16.58731,13.52,12.938507,1015.59717,1012.3362,4.8667455,-0.03830786,-7.7735653,-0.13288783
17.3,19.192719,10.98,9.321655,1018.0784,1013.86206,-4.7100797,0.111356735,5.662291,-0.28150892
22.42,19.55252,15.37,12.93219,1021.06726,1017.3766,-9.523633,-0.9992561,3.1355925,0.10432466
25.06,20.533081,14.89,10.92157,1018.5571,1013.9205,-6.4564123,0.2929576,2.7084527,-0.1538902
19.29,17.415588,11.27,12.27829,1013.9219,1010.509,4.8225183,-0.03261552,-3.4118202,0.038447384
17.87,17.445251,15.25,12.806366,1011.7821,1010.6242,4.9691386,0.068355985,-6.8974314,-0.49485883
18.91,18.178467,13.5,12.141815,1011.8669,1006.6448,6.4929805,0.0071964385,-12.985208,-2.5097134
16.92,16.318787,13.4,13.214081,1010.3169,1005.69946,7.70678,0.805148,-7.8052263,0.11220684
15.32,14.369507,12.12,11.139618,1014.7738,1004.6699,15.595083,2.1977477,-11.760727,0.1542746
15.39,15.121399,12.39,11.408142,1019.2581,1014.8248,11.058299,3.560193,-6.393633,-0.075873576
15.96,16.186523,13.52,13.014008,1016.2269,1011.50214,9.124746,2.7783928,-8.49086,-0.8765423
16.99,15.972015,14.27,12.035889,1015.6013,1012.34656,3.3386502,-0.10237217,-7.7109,-2.019513
15.91,15.32785,12.7,11.987579,1014.25165,1008.15826,7.5037613,0.45219484,-6.968093,0.46144658
15.01,13.941864,10.27,10.512299,1018.89655,1014.0538,8.066277,2.3157604,-4.336261,-0.093277305
15.46,14.754517,10.44,9.26178,1019.13617,1010.7788,4.582623,0.4283247,-8.20746,-0.032185294
15.41,15.089081,12.85,12.392853,1009.9807,998.2643,9.532425,1.0343459,-12.620749,0.9067498
16.39,15.478943,12.44,12.581116,1012.7302,1003.7123,8.426263,2.1441028,-8.546365,0.1134787
15.32,14.823853,10.61,10.715088,1011.9048,997.64154,12.786405,1.2361207,-15.963561,-0.25223047
14.46,14.206848,12.03,11.191437,1023.8328,1013.06586,8.9660425,1.1893647,2.6915967,-0.031764474
16.03,15.671204,11.95,9.856445,1024.1255,1021.5105,3.2110267,0.17422539,-4.1786304,-0.24813645
15.41,15.3611145,8.97,8.552673,1022.9693,1018.5465,3.4470854,0.53736055,5.77391,0.18488668
15.51,15.305481,11.98,11.338776,1021.28015,1017.2351,3.718234,-0.14380303,5.4885316,-0.22050607
14.94,13.989166,6.81,7.807373,1022.2621,1021.30225,-3.2391698,-0.13113028,3.5602221,-0.03886182
17.56,15.309845,11.3,9.293976,1021.8003,1019.66907,2.363159,0.06157702,2.798199,0.4802349
18.51,15.518433,12.17,10.895355,1021.576,1015.0533,2.3074908,-0.021541664,3.203362,-0.21890122
16.08,15.507751,11.08,11.326263,1014.8722,1007.3882,8.163362,0.026777618,-10.166287,-0.037621964
13.91,12.588318,10.27,8.677673,1024.9719,1011.3963,7.022475,-0.16943252,6.726699,0.4454515
13.95,13.323578,6.46,5.852844,1026.112,1021.87537,-4.0839934,-0.03209653,6.214664,-0.18352182
13.76,13.244843,6.69,6.1303406,1022.114,1012.0055,-3.688974,-0.18569678,-3.135147,0.013369587
16.96,16.56012,10.08,9.85376,1012.7176,1007.45386,3.467148,-0.081635974,-8.306585,0.30612934
13.43,13.334595,11.76,9.6502075,1016.9282,1007.7126,4.824223,-0.032193065,6.1458774,0.5118755
15.84,14.545929,11.35,8.849823,1017.2681,1002.9001,6.6823916,0.09227981,-11.250611,0.12382326
13.31,13.027496,9.73,9.119354,1021.95386,998.9587,12.270994,3.8723283,-10.728401,-2.3521893
14.39,13.145111,9.39,6.959564,1025.4452,1022.9084,3.344971,0.08889547,-3.2566094,0.06342628
15.63,15.51416,9.21,8.413147,1024.5667,1014.19476,3.2496364,-0.1542428,5.1946464,-0.018209808
16.61,15.168304,11.22,9.380554,1013.9271,1007.87524,7.23217,0.023933908,-10.620779,-0.008703709
15.8,14.2005005,9.71,8.885529,1013.7226,1008.71344,6.8585625,0.93402505,-8.910078,0.08936516
14.17,13.197449,11.13,9.893066,1011.7425,1006.9046,10.955559,1.7833099,-11.237034,-0.1892338
12.9,12.062286,7.74,8.171112,1027.7157,1008.7439,13.866768,0.26677775,7.409176,0.3541303
12.44,11.946625,8.32,6.006134,1028.2247,1024.583,3.1262987,0.40993738,3.938361,-0.039939974
14.17,14.127502,8.89,5.8413086,1024.7236,1021.46124,-2.547784,-0.12719089,-2.2469885,-0.12587428
13.74,14.261871,10.08,9.28241,1021.5184,1015.2396,4.456579,0.029327098,-3.2257166,-0.17899063
14.96,13.3573,10,8.93866,1015.1306,1004.9856,9.403281,0.64753914,-10.467604,1.3235039
12.53,10.937073,8.27,7.6976624,1021.47266,1012.72046,6.7652397,1.3348627,-4.8836226,0.43492848
12.8,13.00531,10.57,9.646973,1020.96906,1013.9663,4.855622,-0.5695102,-9.239863,0.16722122
14.48,13.276337,13.04,12.483124,1014.05493,1011.1925,6.202731,2.0350258,-8.841905,-4.7084303
15.08,13.353455,13.69,12.846558,1012.8694,1009.07,7.2147307,1.8305465,-11.854695,-3.5662117
14.43,13.489838,11.47,11.234863,1017.6211,1013.0909,2.8463593,0.14867175,-4.599782,-0.047813576
11.86,13.456451,6.31,7.6714478,1017.94745,1011.7862,2.7867007,-0.022965088,-1.6897204,0.06705571
12.77,12.587524,8.44,7.7482605,1011.51245,1007.38025,5.3840566,0.19085352,-8.575763,-0.8517045
13.52,12.193481,5.31,6.8583374,1017.0252,1012.0687,3.2133796,0.10412311,-3.9026892,-1.3002723
12.51,12.131989,10.12,7.235504,1017.4041,1013.94257,6.603783,0.17210828,-5.769463,0.76422566
13.74,12.268158,8.09,6.561035,1021.6323,1016.8586,5.0535684,0.004111362,4.938129,0.03712879
13.52,13.23526,9.93,8.258636,1022.3525,1020.5143,3.0069287,0.063553475,-4.055825,0.13926187
13.33,13.061371,7.87,8.430023,1021.0042,1013.0213,-4.117925,0.08172968,3.5847983,0.24612893
13.52,13.712952,10.74,8.51236,1020.89154,1012.6353,3.703388,-0.031970195,-2.7657788,-0.10283378
13.81,13.688538,10.27,9.239014,1022.35956,1018.79407,-3.076183,0.007969418,3.6778905,-0.1093059
15.65,15.024109,5.85,8.358826,1018.55414,1013.6208,3.5679743,-0.07456736,-5.6937494,0.011091123
14.22,12.73877,10.57,9.066132,1014.26794,1011.7851,4.304054,0.04895066,-5.9937534,-0.18854475
13.64,12.364319,9.21,8.693939,1015.29346,1009.1889,3.2611973,-0.07629849,-10.406931,-0.8966425
13.11,12.254486,7.07,7.596466,1019.6476,1015.5318,2.9875162,-0.005509398,-8.21946,-2.8443458
13.11,13.0155945,11.83,10.091583,1016.8855,1004.61163,13.210686,1.4670606,-13.938616,0.190898
12.82,12.261749,9.26,8.523712,1010.61725,997.353,8.206974,-0.06760443,-13.386307,1.495771
13.04,12.519836,10.76,9.702881,998.72565,994.4586,17.0974,9.012857,-13.974055,0.1200823
12.12,11.569366,7.9,8.786377,996.7581,985.4289,11.290764,6.1575565,-17.280037,-0.3964231
13.26,11.052368,8.82,8.290192,1000.8604,990.4419,11.721771,1.7296752,-13.254353,-0.20048946
12.15,10.771118,6.26,6.193756,1001.2135,989.3918,12.664663,2.3433099,-10.641555,0.44871897
9.88,8.81427,5.62,5.0117493,1014.3407,992.1008,7.3404756,-0.043548632,-10.175496,-0.1451699
10.47,9.833496,4.43,5.058014,1025.4105,1015.35175,4.3092937,0.08625727,4.1134753,-0.05255897
10.47,9.383728,2.4,4.170868,1025.6073,1021.8564,2.3287284,0.122990295,2.8861783,-0.39075422
13.33,11.28244,3.91,4.806427,1021.87805,1018.78326,1.9176856,0.03896238,-7.040009,-0.7638328
12.99,12.008881,9.9,10.28067,1020.41064,1017.8942,1.8284452,-0.029898802,-5.2043166,0.092111155
11.27,10.9166565,7.19,5.9276733,1024.2411,1020.9144,2.900879,0.092514664,-4.2333364,0.06918222
13.35,11.758026,9.58,8.950226,1022.16406,1016.77966,5.178008,0.70169294,-8.358713,-3.7446718
13.5,13.134247,11.08,11.45285,1016.4811,1013.2773,4.4474688,2.0949433,-8.404617,-4.6895213
13.93,11.943329,9.31,10.17041,1017.5376,1014.27716,-5.218881,0.38311487,-7.1577897,0.06100295
13.76,12.87915,10.64,9.488739,1018.3758,1016.267,4.7731295,0.08775727,-7.642771,-0.48615572
15.99,13.4097595,11.98,10.766968,1016.00244,1006.72955,3.7786548,1.4557015,-15.204401,-5.9606013
15.84,13.717773,9.48,9.484222,1022.3526,1005.0804,8.495933,1.1801467,-16.869404,-0.06105622
11.52,10.275421,4.43,5.3197937,1024.411,1023.3045,-2.5523734,0.08976449,2.4026387,-0.24164328
15.56,12.969696,4.74,6.01709,1024.7434,1019.9763,-4.174451,-1.9088001,3.2699363,0.03084868
11.49,10.600311,7.09,6.864746,1019.9373,1010.5181,-4.018576,-0.14564392,-1.6060019,0.013621359
11.32,12.28952,8.39,8.01712,1012.8471,1002.46313,10.510761,-0.19688544,-8.5160055,0.11139525
11.52,10.422272,7.54,7.69223,1021.4295,1013.4562,6.85278,0.6698707,-4.893347,-0.09209101
12.39,11.229187,5.77,6.9665527,1023.7121,1021.29376,-3.4822695,0.06333217,-6.2468743,0.00860358
15.06,14.562805,5.23,4.9250183,1023.98706,1018.7779,-4.1476336,-1.5927182,2.1918228,-0.005816899
18.89,15.479736,8.79,5.9437256,1020.4549,1018.4461,-6.2165227,-0.15712488,-2.862457,-0.36561254
15.72,15.065033,5,7.453308,1021.1089,1016.78046,-2.8508596,-0.0036663823,-3.0723627,0.15876332
13.14,14.933685,4.01,6.9231567,1016.6287,1009.86414,-3.2200341,0.010780462,-2.222564,0.040798154
15.96,13.10498,8.09,7.4081726,1010.7749,1003.8172,-2.9448698,-0.20849344,-9.998853,0.23641686
15.15,13.537964,11.25,10.21405,1014.563,1001.0193,10.89681,-1.0544492,-16.849545,-4.87906
13.23,12.0346985,9.78,8.795319,1015.36975,1006.77075,9.104855,-0.39160895,-14.616729,-0.68423706
10.64,12.028168,6.2,6.5768127,1013.1161,1005.72375,10.739673,1.7634739,-12.0191765,0.12700136
10.54,8.881287,7.59,7.2377625,1013.04175,1009.2846,14.965322,2.7295473,-6.2796845,-0.23392783
9.98,8.476837,5.92,5.140045,1019.2261,1008.97174,9.216625,-0.2545257,-4.1136584,0.19633831
8.89,7.7921143,1.53,3.2392578,1028.3751,1019.20776,-3.7509365,-0.189726,3.6771395,0.0326904
9.71,8.339905,1.86,2.2993164,1028.4546,1023.6227,-3.8492727,-0.35405645,2.9154491,-0.1303623
9.46,8.119629,4.87,3.9446716,1024.1731,1022.80585,-2.5592542,0.11100954,4.3467727,-0.15283866
9.44,8.259155,4.61,3.7612915,1022.86017,1020.9447,-2.335673,-0.026191203,3.2054691,-0.4521956
9.9,8.628235,5.46,3.6235657,1022.4964,1021.09375,-2.4983695,-0.14560409,3.8746045,0.0057435054
8.34,7.6326904,3.25,3.5972595,1022.84,1020.7869,-2.5249736,-0.07225102,-1.9622747,0.044970855
7.84,8.096741,1.1,2.170044,1020.8504,1017.47565,-2.9610386,-0.9881265,2.998342,-0.09295123
9.36,8.402222,0.27,2.3825989,1018.0159,1017.22906,-1.8666507,0.37559667,-2.2308967,-0.25836286
7.74,9.062927,1.07,2.6371155,1017.1832,1015.03516,-2.4317625,-0.0016788961,-3.5952888,-0.426325
10.54,9.989868,5.92,3.685852,1014.8878,1005.53046,-4.930486,-0.89369786,-6.1120787,-0.04257685
11.13,8.975555,5.23,5.532593,1015.3123,1004.8284,-3.0447736,0.01626785,-4.1673384,-0.17164896
9.61,8.939453,1.67,3.806488,1015.6101,1007.6197,4.736848,-0.22313355,-14.672112,-0.43793598
10.96,10.808075,7.92,9.107483,1008.93555,1001.3035,6.909393,-0.21486948,-16.449924,0.21924232
11.73,10.353577,7.74,7.506775,1011.7134,1001.411,3.9920347,0.46748877,-7.3368635,-0.23493806
11.71,10.74469,9.29,8.105011,1014.4955,1006.7629,12.47993,0.73967427,-12.1214695,-0.39968902
9.34,8.147522,3.14,3.4393616,1029.4425,1015.6096,7.8046603,0.5231942,3.4272544,0.064815074
10.05,8.881866,1.32,2.5922241,1029.8235,1019.4153,-1.8708065,-0.18694884,-2.2059226,-0.27296072
9.98,10.0159,1.21,3.1602478,1018.94946,1012.2912,1.9601579,-0.035456385,-2.3155377,0.047060717
12.7,11.950256,4.9,7.1098633,1012.6694,1008.42993,2.6136425,0.0027527474,-12.796132,-0.7841247
12.85,11.630188,10.52,10.196289,1009.7433,1007.4294,3.1396053,0.6627266,-13.278349,-4.590663
11.15,10.560822,6.23,8.351837,1015.84595,1008.6742,2.7945304,0.09756248,-5.7328687,-2.4773943
11.27,10.477905,5.64,5.776123,1018.60425,1016.27795,2.1228018,-0.08304619,-3.7632082,0.18829656
10.47,9.299866,7.84,6.5563965,1019.5886,1014.41833,9.909943,-0.041716225,-7.7952294,-0.08158075
9.34,8.249451,4.4,5.8309937,1024.1604,1019.52374,5.8081417,1.3840842,4.8395267,0.015898684
11.37,10.718597,6.43,5.0868225,1021.7488,1010.9038,9.026671,-0.42174596,-10.920351,0.28824827
8.62,7.923828,2.66,2.8005066,1016.98303,1012.25696,-3.6053178,-0.59560144,3.378751,0.0026028466
9.09,7.7586975,1.7,2.627411,1018.40643,1016.9035,-4.127139,-1.4893285,3.2125745,-0.31104904
9.26,7.3232727,2.16,1.7956238,1020.8674,1018.5461,-6.2850795,-2.0898733,3.3154738,0.25185972
8.37,7.280548,-0.12,0.27783203,1020.7185,1015.76385,-4.7124863,-1.33634,2.3279836,0.016860953
7.97,6.563019,-0.17,-0.24682617,1017.8004,1016.13,-4.119342,-1.9347501,3.0822122,-0.22730829
9.71,6.9924927,0.41,0.30566406,1026.7115,1017.872,-6.976907,-1.6449412,3.2537475,-0.07989729
9.46,7.8595276,1.62,0.5202942,1026.8999,1019.4761,-6.786114,-1.4271208,3.006992,0.05146134
9.26,7.622528,-0.26,0.9650574,1019.1677,1014.59924,3.2589521,-0.055176575,-3.8594012,-0.10043494
9.95,9.248352,3.06,2.7072144,1014.53296,1010.7287,4.04002,-0.02196216,-12.473122,-3.579861
11.49,10.968506,9.48,9.15683,1010.1965,1003.77185,5.962278,1.9615278,-17.591215,-1.0157003
10.76,9.922974,6.46,6.3226013,1015.34686,1002.2508,9.92277,-1.2562928,-8.128545,0.17463009
10.2,9.250916,6.91,6.7211,1016.736,1005.06976,6.5756836,-0.13871023,-6.8009152,0.43432105
8.87,7.5872803,5.54,4.647522,1010.2326,998.8261,5.7381306,-0.051307928,5.962222,-0.020368997
9.16,8.878387,5.26,4.3294373,1010.2276,1000.2642,11.313933,-0.007770242,-12.507878,-0.3696712
10.1,8.516693,5.9,4.987488,1009.7074,1004.0901,11.438449,1.7944646,-11.268734,-0.73177636
10.03,9.341888,6.36,4.0415344,1009.6064,1002.4893,11.072987,3.2682424,-13.478216,-0.8564747
9.93,8.700806,6.89,5.4490967,1005.85846,998.7043,12.971212,1.8457743,-8.742464,-2.3574436
8.89,7.7695007,5.08,4.8706665,1009.9904,992.63245,13.916031,0.32916623,-8.305605,0.33411112
10.34,9.181732,6.43,6.376129,1011.7717,1005.8836,7.1948223,2.2321563,-12.415028,0.3198112
11.15,10.203949,10.12,8.918213,1005.71234,998.7121,2.4109693,0.042419896,-14.99518,-12.3250065
10.98,10.058655,6.86,7.5772705,1000.27765,996.978,4.3387904,0.12190458,-16.885448,-1.251793
9.93,10.149384,5.54,5.736389,1013.576,1000.94025,-3.3265882,-0.04651559,-4.8533583,-0.031787325
9.09,8.656433,4.06,4.016815,1016.1652,1012.2112,6.90826,0.087343335,-10.586083,-0.85209996
8.77,7.4603577,6.38,4.2421875,1010.9215,1005.7903,12.594138,0.55827737,-15.08318,-0.03072034
7.42,6.963257,3.7,3.462738,1009.3734,1007.0491,7.179865,0.05194011,-5.776108,-0.524147
9.71,7.923401,3.77,2.5545654,1019.6206,1008.24335,-5.981471,-1.4544865,-4.383527,0.07255047
10.2,8.888855,2.8,1.6993408,1023.87274,1020.2325,-6.4003234,-1.6129173,2.0811253,-0.078246266
8.82,7.87381,0.99,1.924408,1023.4754,1008.82404,4.776022,-0.1424537,-14.839039,-1.1701646
9.16,9.072723,6.79,6.380249,1015.7491,1005.83545,10.651148,-0.16716665,-13.583616,0.0121055115
9.46,7.8678284,5.77,4.14563,1022.49963,1016.87054,7.3866296,1.4243057,-7.3178735,-0.35395956
11,10.205231,6.71,4.6854553,1020.13,1005.78876,10.414094,-0.9513172,-16.899086,-5.440961
10.86,9.910095,6.43,5.64328,1012.32794,1002.86505,11.547231,5.5627303,-10.128014,0.34744585
8.14,6.8382263,4.82,5.1454163,1015.665,1013.0641,10.755215,0.07644188,-6.340728,0.40990347
5.67,5.383972,2.8,3.3519287,1014.4961,1001.7887,-9.437033,-0.4995787,3.6135569,0.18843588
8.19,7.039917,4.27,3.9830627,1012.6524,1001.5589,-8.740211,-0.009747982,3.488459,-0.37611568
8.77,8.531189,1.64,2.267334,1016.25305,1012.78204,-2.0223727,0.2180626,-1.6801034,0.11544815
11.44,8.774506,6.91,4.736725,1016.9782,1009.2414,-8.553247,-1.7766068,3.2693799,0.025873682
13.74,13.049927,7.52,7.3248596,1019.7913,1009.1548,-8.866078,0.033722375,-4.984048,-0.18404901
11.13,10.794067,6.15,5.799591,1025.013,1020.22797,-4.538005,0.07870335,-2.033706,0.1980008
9.48,8.572571,6.66,4.164917,1027.6676,1024.694,5.040114,-0.2611658,-4.3113933,-0.69438714
9.29,8.38916,6.53,5.2106323,1025.5682,1018.33813,3.27603,0.04938154,-5.021195,-0.24867283
9.29,9.251953,4.17,3.751007,1020.1191,1018.5388,-3.0892305,-0.21685474,4.0737333,0.13190378
7.97,7.710724,1.75,2.8240662,1020.56976,1017.70526,-2.6554666,-0.106231615,1.8229628,0.042059477
8.67,8.219025,4.51,3.0178833,1020.1275,1017.72577,-1.9470937,-0.071419284,-1.9821945,-0.11132029
9.73,9.2752075,3.85,2.8423462,1021.42346,1020.24524,2.5720189,-0.1999911,-3.9323294,-0.92795163
10.05,8.852417,5.08,4.405182,1020.43774,1013.4526,8.20719,0.04238494,-11.433242,0.15598248
8.44,7.668091,4.38,4.9350586,1021.71826,1018.6685,5.5033655,-0.020963999,-4.422392,-0.040637437
10,8.196167,0.99,2.367035,1020.96716,1018.5256,-4.0965686,-1.080181,3.2250533,-0.34335202
