Index,T2,Time,T2_WRF,P_WRF,U10_WRF,V10_WRF
9356,9.8,2021-09-25 20:00:00,8.712494,1017.7837,5.8818793,6.1659555
9357,10.22,2021-09-25 21:00:00,8.5520935,1018.99896,5.4272957,4.3248854
9358,9.58,2021-09-25 22:00:00,7.5653687,1020.03314,4.91598,3.9931276
9359,9.14,2021-09-25 23:00:00,6.8795166,1021.2709,3.9457715,3.9165425
9360,9.14,2021-09-26 00:00:00,6.158844,1022.2368,1.917084,2.089829
9361,8.97,2021-09-26 01:00:00,4.6467285,1023.1437,-1.9669971,-2.1249335
9362,8.52,2021-09-26 02:00:00,4.5875854,1023.3218,-0.05754274,-2.1837313
9363,8.27,2021-09-26 03:00:00,5.905731,1023.12634,4.110715,1.8806252
9364,8.57,2021-09-26 04:00:00,6.5469666,1024.1278,3.7163608,1.4527051
9365,8.64,2021-09-26 05:00:00,6.2612305,1024.1489,2.305718,0.7181398
9366,8.59,2021-09-26 06:00:00,5.8510437,1024.3961,0.31974897,-1.291748
9367,7.14,2021-09-26 07:00:00,5.3258057,1024.1912,1.7352313,-0.9478388
9368,5.8,2021-09-26 08:00:00,5.7841187,1024.3143,3.1119554,0.40005037
9369,4.79,2021-09-26 09:00:00,5.6407776,1024576,2.9310014,0.081216566
9370,4.19,2021-09-26 10:00:00,4.8597717,1024.5994,2.1255167,0.09420933
9371,4.14,2021-09-26 11:00:00,4.885193,1024.5884,2.2535565,-0.19310041
9372,6.08,2021-09-26 12:00:00,6.691284,1024.6729,1.7944496,-0.7954157
9373,7.67,2021-09-26 13:00:00,7.9967346,1024748,3.0201252,-2.2841249
9374,9.44,2021-09-26 14:00:00,8.808441,1024.5332,2.4520555,-2.0016868
9375,10.37,2021-09-26 15:00:00,9.167328,1024.1685,3.2498944,-2.4287467
9376,10.64,2021-09-26 16:00:00,9.441864,1024.0895,3.799276,-3.342177
9377,10.37,2021-09-26 17:00:00,8.598145,1023.97235,2.668748,-2.954024
9378,10.57,2021-09-26 18:00:00,9.686035,1023.87244,4.160514,-4.846653
9379,9.98,2021-09-26 19:00:00,8.697388,1023.8244,7.329237,0.506085
9380,9.01,2021-09-26 20:00:00,8.573212,1023346,4.693297,-2.4501498
9381,9.78,2021-09-26 21:00:00,8.858002,1023.16815,4.431834,-2.2784905
9382,9.73,2021-09-26 22:00:00,8.3428955,1023.2389,4.5422573,-2.2675965
9383,9.61,2021-09-26 23:00:00,7.5079956,1023.2687,2.728381,-2.8748722
9384,7.87,2021-09-27 00:00:00,7.097412,1023.1694,2.6435294,-2.5327866
9385,6.84,2021-09-27 01:00:00,4.7674255,1023.10913,-1.5032388,-3.551502
9386,6.76,2021-09-27 02:00:00,5.2795105,1022.9199,-0.52496177,-3.76489
9387,6.28,2021-09-27 03:00:00,5.2992554,1022.7093,-0.506171,-3.5922315
9388,6.1,2021-09-27 04:00:00,5.3879395,1022.7338,-0.37347463,-3.8908775
9389,6.08,2021-09-27 05:00:00,5.654785,1022.1692,-0.15905072,-4.2952385
9390,5.74,2021-09-27 06:00:00,5.879669,1022.1678,-0.5096956,-4.415504
9391,6.33,2021-09-27 07:00:00,6.057373,1022253,0.17407173,-4.5062423
9392,6.71,2021-09-27 08:00:00,6.4138184,1022.31604,0.44967616,-4.604344
9393,5.82,2021-09-27 09:00:00,6.689728,1022.39514,0.20699298,-4.319889
9394,7.19,2021-09-27 10:00:00,6.2807617,1022.7079,-0.0398459,-4.155844
9395,6.23,2021-09-27 11:00:00,6.676819,1022.94257,0.3426658,-5.0932364
9396,8.37,2021-09-27 12:00:00,7.77652,1023.0404,1.2053,-5.7281694
9397,9.61,2021-09-27 13:00:00,8.268066,1022.9589,2.4371088,-2.573325
9398,10.98,2021-09-27 14:00:00,8.545013,1023.4079,2.666966,-5.491582
9399,10.91,2021-09-27 15:00:00,10.043671,1023.3791,4.232088,-2.8970833
9400,11.25,2021-09-27 16:00:00,10.373138,1023.3393,4.9151487,-0.59708005
9401,11.13,2021-09-27 17:00:00,10.481445,1023.3943,3.628437,-1.5419372
9402,11.64,2021-09-27 18:00:00,10.55069,1023.4704,3.15078,-2.2413518
9403,11.88,2021-09-27 19:00:00,10.538879,1023.7608,3.0334978,-2.6279516
9404,12.05,2021-09-27 20:00:00,10.342072,1024.0068,3.589349,-3.2057757
9405,10.81,2021-09-27 21:00:00,10.053955,1024.2283,3.062628,-3.3822484
9406,10.86,2021-09-27 22:00:00,9.419769,1024.3944,1.9609716,-3.5826533
9407,10.32,2021-09-27 23:00:00,8.364807,1024.3966,0.6482248,-2.9107094
9408,8.17,2021-09-28 00:00:00,7.788513,1024167,0.052167863,-2.4873621
9409,6.96,2021-09-28 01:00:00,5.287506,1023.2001,-1.2516236,-2.2684865
9410,6.0,2021-09-28 02:00:00,5.426819,1023.1211,-0.9911127,-2.3678603
9411,5.18,2021-09-28 03:00:00,5.2987976,1022.5941,-0.6143817,-2.362509
9412,5.18,2021-09-28 04:00:00,5.604065,1023.3523,-0.331261,-2.7601993
9413,4.79,2021-09-28 05:00:00,5.7308044,1022.96375,-0.838609,-2.6009622
9414,4.84,2021-09-28 06:00:00,5.4302673,1022.92236,-1.0228087,-2.1146586
9415,4.4,2021-09-28 07:00:00,5.241211,1022.82513,-0.96153593,-2.0946417
9416,4.12,2021-09-28 08:00:00,5.2015686,1022.5991,-1.0857891,-2.041311
9417,4.4,2021-09-28 09:00:00,5.5929565,1022.2097,-1.150447,-1.8350484
9418,4.12,2021-09-28 10:00:00,5.6031494,1021.72974,-1.6350349,-1.4791081
9419,4.19,2021-09-28 11:00:00,5.838928,1021.5105,-1.1674252,-1.6225741
9420,6.69,2021-09-28 12:00:00,6.954315,1021.0711,-0.6761928,-1.4538304
9421,8.42,2021-09-28 13:00:00,8.943054,1021.0142,-0.2590575,-0.55356187
9422,10.64,2021-09-28 14:00:00,10.027313,1021.08545,0.30325422,1.2094935
9423,11.47,2021-09-28 15:00:00,10.249939,1020.6742,2.5027134,1.2586873
9424,11.61,2021-09-28 16:00:00,10.556091,1020.11017,2.5257246,2.1135213
9425,12.24,2021-09-28 17:00:00,10.726501,1019.78,3.1609035,2.6877248
9426,12.19,2021-09-28 18:00:00,10.7034,1019.3499,3.012158,2.4293203
9427,11.9,2021-09-28 19:00:00,10.51178,1019.0424,2.9096248,1.8410124
9428,11.93,2021-09-28 20:00:00,10.400024,1018.7707,1.809342,2.2014737
9429,11.93,2021-09-28 21:00:00,9.856232,1018.24493,1.6102747,2.1973028
9430,11.44,2021-09-28 22:00:00,9.38504,1017.97687,1.0600902,1.5945845
9431,10.64,2021-09-28 23:00:00,7.992462,1017.7107,0.29608986,1.1016632
9432,8.24,2021-09-29 00:00:00,7.0065002,1017649,-1.415156,-0.2627814
9433,8.12,2021-09-29 01:00:00,6.2854004,1015.81775,-0.88239706,-0.5542051
9434,7.77,2021-09-29 02:00:00,5.7148438,1015.7275,0.2125597,-1.4929246
9435,7.49,2021-09-29 03:00:00,5.358185,1014.7322,0.14688559,-1.9485408
9436,6.89,2021-09-29 04:00:00,5.949463,1014.35034,-0.50041974,-2.0103009
9437,7.09,2021-09-29 05:00:00,5.4910583,1013.5008,-1.1362816,-1.8258356
9438,6.89,2021-09-29 06:00:00,5.4467773,1013.4255,-0.91644883,-2.5345838
9439,6.41,2021-09-29 07:00:00,5.024719,1012.79956,-1.3553734,-1.7690643
9440,5.92,2021-09-29 08:00:00,5.492981,1012.33734,-0.5453698,-1.4009902
9441,5.31,2021-09-29 09:00:00,6.9761963,1011742,-0.350302,-0.35638088
9442,5.77,2021-09-29 10:00:00,5.756592,1011.39026,0.5085335,-1.7505671
9443,6.18,2021-09-29 11:00:00,5.499115,1010.96326,0.2241637,-2.0820782
9444,7.34,2021-09-29 12:00:00,7.4150085,1010.58813,0.06086958,-3.9654229
9445,8.47,2021-09-29 13:00:00,8.308258,1010.2932,0.9434012,-5.792495
9446,9.85,2021-09-29 14:00:00,7.93396,1009.56525,0.069817804,-2.1478336
9447,11.56,2021-09-29 15:00:00,9.092682,1009.06647,1.9648056,-3.932779
9448,11.88,2021-09-29 16:00:00,11.23819,1008.5522,1.8222533,-6.2742434
9449,11.61,2021-09-29 17:00:00,11.373749,1008.0407,1.9064335,-7.6905084
9450,11.25,2021-09-29 18:00:00,9.805664,1007.57697,0.48968017,-6.941212
9451,11.9,2021-09-29 19:00:00,11.412598,1006.7418,1.8447322,-8.947458
9452,12.36,2021-09-29 20:00:00,11.287476,1006.4602,3.6679828,-8.697193
9453,12.63,2021-09-29 21:00:00,10.609985,1006.31396,3.7435582,-9.040829
9454,11.49,2021-09-29 22:00:00,10.000732,1006.21094,4.960429,-10.378591
9455,11.32,2021-09-29 23:00:00,9.710144,1006.9486,8.840372,-6.491235
9456,10.81,2021-09-30 00:00:00,9.37793,1007.6267,9.766874,-2.789639
9457,10.69,2021-09-30 01:00:00,9.519257,1006.0966,10.30881,-1.79827
9458,10.08,2021-09-30 02:00:00,8.829254,1007.13635,9.610702,-1.8011314
9459,9.9,2021-09-30 03:00:00,8.7864685,1007.48865,9.593935,-3.7222197
9460,10.1,2021-09-30 04:00:00,8.500061,1008.17456,7.4672294,-4.52278
9461,10.15,2021-09-30 05:00:00,8.478027,1008.2537,8.700764,-4.6747947
9462,10.3,2021-09-30 06:00:00,8.35788,1008.2506,6.8235993,-5.722638
9463,9.93,2021-09-30 07:00:00,8.436432,1008.45044,7.116811,-6.417934
9464,9.83,2021-09-30 08:00:00,8.783905,1008.7025,7.2531776,-6.2544227
9465,7.04,2021-09-30 09:00:00,8.709839,1009.1527,7.2491126,-6.851032
9466,9.26,2021-09-30 10:00:00,8.246429,1009.2994,5.0952353,-6.9369907
9467,8.64,2021-09-30 11:00:00,8.843475,1009.4414,6.1328106,-5.9837956
9468,8.92,2021-09-30 12:00:00,8.157043,1011.0033,3.4189508,0.7890835
9469,9.09,2021-09-30 13:00:00,8.290314,1011.81055,5.863463,3.636484
9470,9.63,2021-09-30 14:00:00,8.276642,1012.75836,5.1712193,2.4087186
9471,10.34,2021-09-30 15:00:00,9.453888,1013.2321,6.16481,2.9519992
9472,10.08,2021-09-30 16:00:00,9.103973,1013.8808,4.799843,2.7200947
9473,10.61,2021-09-30 17:00:00,8.856873,1014.3629,5.1875234,0.18621954
9474,10.32,2021-09-30 18:00:00,9.412262,1015.0312,4.3682513,1.3560793
9475,10.57,2021-09-30 19:00:00,9.09259,1015.2417,5.240653,1.3984518
9476,10.44,2021-09-30 20:00:00,8.946014,1015.6471,5.7647443,1.7122545
9477,10.44,2021-09-30 21:00:00,8.651184,1015.8535,4.177187,-0.18376432
9478,9.85,2021-09-30 22:00:00,7.843109,1015.9819,3.3718855,-1.3427701
9479,8.07,2021-09-30 23:00:00,6.984741,1016.1103,2.9788866,-1.4719799
9480,7.44,2021-10-01 00:00:00,6.657501,1016.31287,3.308986,-2.091681
9481,6.71,2021-10-01 01:00:00,4.3529053,1017.2662,-1.8215835,-3.1591442
9482,7.04,2021-10-01 02:00:00,5.0916443,1016.5754,-1.429728,-3.817027
9483,7.74,2021-10-01 03:00:00,5.294098,1015.8489,0.03757526,-4.4761806
9484,6.94,2021-10-01 04:00:00,5.3703003,1015591,0.28139368,-4.6798077
9485,6.69,2021-10-01 05:00:00,6.0374146,1014.90375,0.06849628,-4.727361
9486,7.57,2021-10-01 06:00:00,6.4280396,1014.5234,0.8696455,-4.056394
9487,7.27,2021-10-01 07:00:00,6.447815,1013.87634,3.5522687,-4.563218
9488,6.86,2021-10-01 08:00:00,6.3295593,1013.1396,0.94623685,-4.9332795
9489,8.14,2021-10-01 09:00:00,6.5887756,1012.3184,1.2394245,-4.5026083
9490,7.74,2021-10-01 10:00:00,7.1091614,1011.3103,1.0692556,-5.149586
9491,8.47,2021-10-01 11:00:00,7.657257,1010.33765,1.1336666,-5.580876
9492,8.62,2021-10-01 12:00:00,7.4647827,1009.3306,0.074813925,-3.3416185
9493,9.83,2021-10-01 13:00:00,8.938721,1007.93286,3.4575152,-10.2550955
9494,11.18,2021-10-01 14:00:00,9.50769,1006.3106,4.004199,-11.357578
9495,10.69,2021-10-01 15:00:00,9.811981,1004.3167,1.9256557,-13.395335
9496,10.54,2021-10-01 16:00:00,10.155914,1002.81976,2.8140528,-14.406638
9497,9.98,2021-10-01 17:00:00,10.077087,1002.6653,5.9487166,-13.24157
9498,8.89,2021-10-01 18:00:00,10.714569,1002.3611,4.6842527,-11.504418
9499,8.37,2021-10-01 19:00:00,9.769928,1002.6262,4.7500606,-10.152509
9500,7.92,2021-10-01 20:00:00,9.175903,1001.59094,4.6424475,-7.945675
9501,8.27,2021-10-01 21:00:00,6.821289,1004.91486,6.3513703,12.9295435
9502,8.19,2021-10-01 22:00:00,6.840576,1007.4434,3.7266846,8.624573
9503,8.64,2021-10-01 23:00:00,7.3636475,1009.0491,3.4516013,6.327521
9504,9.04,2021-10-02 00:00:00,7.397705,1011.17065,7.653511,10.294154
9505,8.82,2021-10-02 01:00:00,6.6184387,1011.7012,7.5283327,9.3407135
9506,8.72,2021-10-02 02:00:00,6.4522705,1012.9919,6.2530866,8.695421
9507,8.67,2021-10-02 03:00:00,6.3786316,1013.68726,5.4136424,8.315283
9508,8.82,2021-10-02 04:00:00,6.5357056,1015.0506,6.040718,8.730153
9509,8.09,2021-10-02 05:00:00,6.226715,1015.8389,6.580491,7.9794216
9510,8.49,2021-10-02 06:00:00,6.185913,1017.1512,6.2107716,8.8143
9511,8.47,2021-10-02 07:00:00,5.936554,1018.57886,4.5584292,7.3699007
9512,8.19,2021-10-02 08:00:00,5.6962585,1019.6241,2.0872202,7.2068925
9513,8.14,2021-10-02 09:00:00,6.2521057,1019.9743,4.220268,6.8190694
9514,7.77,2021-10-02 10:00:00,5.753174,1020.94336,2.9136708,6.437476
9515,8.09,2021-10-02 11:00:00,5.4713135,1021.82904,-0.10142548,4.4927564
9516,8.77,2021-10-02 12:00:00,6.3492126,1022.6716,1.2275175,3.4075577
9517,9.34,2021-10-02 13:00:00,7.5717163,1023.31744,0.87222755,5.09941
9518,10.49,2021-10-02 14:00:00,8.530426,1023.56976,2.4454424,5.1791806
9519,10.64,2021-10-02 15:00:00,7.677704,1023.9905,1.8575283,1.7095424
9520,10.08,2021-10-02 16:00:00,8.523071,1024.4011,3.5337365,3.8119798
9521,10.08,2021-10-02 17:00:00,9.216339,1024.6971,5.2842774,2.9072764
9522,10.22,2021-10-02 18:00:00,9.336456,1024.9548,5.1437387,1.5285307
9523,9.66,2021-10-02 19:00:00,8.506622,1025.0461,5.0224204,2.1756632
9524,9.95,2021-10-02 20:00:00,8.125824,1025.2089,5.6450896,1.2249243
9525,10.0,2021-10-02 21:00:00,8.659576,1025.3899,4.6196394,2.7110925
9526,9.01,2021-10-02 22:00:00,8.203735,1025.7314,4.7985444,2.4532297
9527,9.09,2021-10-02 23:00:00,7.765686,1025.9299,4.008026,1.4920802
9528,8.62,2021-10-03 00:00:00,7.8663025,1026188,5.1182857,2.2665057
9529,8.54,2021-10-03 01:00:00,6.615906,1024749,3.058682,-0.17274083
9530,8.74,2021-10-03 02:00:00,7.519287,1025.77,5.7538595,1.7683343
9531,8.52,2021-10-03 03:00:00,7.4040527,1024.0693,4.9395294,1.224277
9532,8.87,2021-10-03 04:00:00,7.161865,1024.7139,4.46871,2.0909967
9533,8.92,2021-10-03 05:00:00,7.291931,1024.6162,4.002831,1.8029319
9534,8.74,2021-10-03 06:00:00,7.1150513,1025.0542,3.52029,1.7289073
9535,8.54,2021-10-03 07:00:00,7.3322144,1024.7136,6.1083584,2.3040586
9536,8.87,2021-10-03 08:00:00,7.2860107,1024514,5.650716,1.4215333
9537,8.07,2021-10-03 09:00:00,7.4355164,1024.6395,4.3564444,1.3066223
9538,7.64,2021-10-03 10:00:00,7.3747864,1024.6453,5.7288427,1.3050362
9539,8.62,2021-10-03 11:00:00,7.4022827,1024.6628,4.9622235,0.5686998
9540,7.77,2021-10-03 12:00:00,7.619751,1024.6857,3.9534547,0.5799578
9541,9.31,2021-10-03 13:00:00,8.447113,1024.7413,5.661987,1.5174105
9542,9.06,2021-10-03 14:00:00,7.825775,1024.4021,4.043326,0.30818996
9543,9.44,2021-10-03 15:00:00,8.098907,1024.1932,3.983572,1.1167217
9544,10.2,2021-10-03 16:00:00,8.560944,1024.0493,4.2999144,-0.1708956
9545,9.83,2021-10-03 17:00:00,8.365356,1024.0906,4.322278,-0.95289135
9546,9.85,2021-10-03 18:00:00,8.203766,1023.9659,3.6227896,-2.1848717
9547,9.63,2021-10-03 19:00:00,8.116882,1023.78815,3.5030942,-1.9361079
9548,9.78,2021-10-03 20:00:00,8.3012085,1023.67773,4.6308227,-0.7673457
9549,9.61,2021-10-03 21:00:00,8.224609,1023.29095,4.20118,-1.0579606
9550,9.41,2021-10-03 22:00:00,7.9700623,1023.5387,5.205606,-2.393684
9551,9.19,2021-10-03 23:00:00,7.7573547,1023424,3.7639904,-2.3349524
9552,9.16,2021-10-04 00:00:00,7.907654,1023.3898,5.098515,-2.1779475
9553,9.04,2021-10-04 01:00:00,5.469055,1023.1514,-0.016803615,-3.2852442
9554,9.24,2021-10-04 02:00:00,6.346161,1022.74084,3.6042945,-1.1288283
9555,9.06,2021-10-04 03:00:00,6.7543945,1021.77844,4.3687873,-1.966776
9556,9.29,2021-10-04 04:00:00,7.042572,1021.65576,5.148632,-1.3011097
9557,9.09,2021-10-04 05:00:00,7.0659485,1021.42694,5.2681193,-1.2825925
9558,8.77,2021-10-04 06:00:00,7.099579,1022.19226,4.490641,-1.5416209
9559,8.32,2021-10-04 07:00:00,7.5966187,1021846,4.718327,-1.1800998
9560,8.97,2021-10-04 08:00:00,7.5186462,1021.76526,3.7718062,-2.014358
9561,8.79,2021-10-04 09:00:00,7.576111,1021.6399,3.8336132,-1.6033252
9562,8.57,2021-10-04 10:00:00,7.3246765,1021.5236,2.5468266,-1.3737268
9563,8.14,2021-10-04 11:00:00,7.2469788,1021.45685,2.797743,-2.1917853
9564,8.44,2021-10-04 12:00:00,7.3376465,1021.2846,2.9690874,-2.4064527
9565,9.51,2021-10-04 13:00:00,8.276489,1021.0807,2.8888745,-3.4850879
9566,10.03,2021-10-04 14:00:00,8.377869,1020863,3.2868366,-4.1059213
9567,9.98,2021-10-04 15:00:00,8.594299,1020.75244,2.3710477,-3.9699094
9568,10.44,2021-10-04 16:00:00,9.807404,1020.44946,3.5654433,-4.472471
9569,10.57,2021-10-04 17:00:00,9.910187,1020.39453,4.8121676,-3.6133854
9570,9.85,2021-10-04 18:00:00,10.058533,1020.28143,4.3694153,-3.2961044
9571,9.98,2021-10-04 19:00:00,9.944336,1020137,4.4001703,-2.688507
9572,9.76,2021-10-04 20:00:00,9.994659,1019.8656,3.8958783,-3.1243343
9573,9.93,2021-10-04 21:00:00,9.794891,1019.7718,3.9525588,-2.9252062
9574,9.78,2021-10-04 22:00:00,9.079712,1019.82056,3.261687,-2.332503
9575,9.95,2021-10-04 23:00:00,8.826691,1019.84076,3.9782743,-0.6713626
9576,9.01,2021-10-05 00:00:00,8.681793,1020094,3.0069625,-0.09843797
9577,9.71,2021-10-05 01:00:00,7.9394226,1017.4263,0.81146914,-2.6503253
9578,9.09,2021-10-05 02:00:00,8.5963745,1017.8601,2.466422,3.0274565
9579,9.29,2021-10-05 03:00:00,8.123108,1018.2986,1.4913903,6.411637
9580,8.27,2021-10-05 04:00:00,6.971527,1019.0645,-0.066114664,3.0704558
9581,7.64,2021-10-05 05:00:00,6.180847,1019.09766,-0.051904537,2.3583694
9582,8.22,2021-10-05 06:00:00,6.3561707,1019.57733,-0.47146878,2.6077936
9583,8.14,2021-10-05 07:00:00,6.440033,1019.93054,0.5352976,4.6182194
9584,7.32,2021-10-05 08:00:00,5.538666,1020.4476,-1.3285196,3.637973
9585,8.29,2021-10-05 09:00:00,4.7488403,1020.77545,-2.5481613,1.8996972
9586,8.05,2021-10-05 10:00:00,4.841278,1021.3855,-1.0797614,4.425247
9587,6.89,2021-10-05 11:00:00,4.097168,1022.2168,-1.8070089,3.9965286
9588,7.84,2021-10-05 12:00:00,5.103668,1022.71344,-1.384398,4.443349
9589,8.74,2021-10-05 13:00:00,6.230835,1023.2048,-0.6684059,5.8741093
9590,9.21,2021-10-05 14:00:00,6.904175,1023444,0.52146935,6.6991453
9591,10.05,2021-10-05 15:00:00,7.508789,1023.4618,0.11497269,6.8448334
9592,9.76,2021-10-05 16:00:00,8.375458,1023.3384,0.21860678,5.9670544
9593,11.1,2021-10-05 17:00:00,9.315521,1023.61584,-1.189453,5.2186575
9594,10.86,2021-10-05 18:00:00,10.210785,1024.1333,-2.5046115,5.1236086
9595,10.79,2021-10-05 19:00:00,10.6362,1024.7019,-2.4792864,5.1581726
9596,11.2,2021-10-05 20:00:00,10.785248,1025.3319,-1.1976439,4.924582
9597,11.08,2021-10-05 21:00:00,10.405334,1026.1332,-0.3145723,4.6027036
9598,11.32,2021-10-05 22:00:00,9.146393,1027.0168,0.26428285,4.7002153
9599,9.29,2021-10-05 23:00:00,7.636017,1027.9075,-0.52645177,3.0951004
9600,8.19,2021-10-06 00:00:00,6.2478333,1028.6377,-1.2026427,1.1499544
9601,5.72,2021-10-06 01:00:00,3.6543884,1027.0321,-3.305859,-0.61421597
9602,4.66,2021-10-06 02:00:00,3.705658,1028.3354,-3.2454967,0.13335326
9603,3.64,2021-10-06 03:00:00,3.620636,1027.3722,-3.3083537,0.3952481
9604,3.09,2021-10-06 04:00:00,3.6227722,1027.9926,-3.799457,-0.13406411
9605,2.8,2021-10-06 05:00:00,3.4665222,1027.5984,-3.6150534,-0.46974003
9606,2.64,2021-10-06 06:00:00,3.526886,1028.2327,-3.4730966,-0.42863056
9607,2.74,2021-10-06 07:00:00,3.5204468,1027.7831,-3.202647,-0.5055945
9608,2.69,2021-10-06 08:00:00,2.723114,1028155,-2.156313,-0.32822946
9609,1.97,2021-10-06 09:00:00,3.0736694,1027.7303,-2.4896924,-0.7609432
9610,2.29,2021-10-06 10:00:00,2.875824,1027.5803,-2.2509394,-0.8666551
9611,3.54,2021-10-06 11:00:00,3.36203,1028.1543,-1.4597902,-0.7991638
9612,5.97,2021-10-06 12:00:00,6.727722,1028.3849,-0.37783408,0.16923663
9613,8.47,2021-10-06 13:00:00,7.421814,1028.1757,0.6923546,1.7574607
9614,9.88,2021-10-06 14:00:00,8.674805,1027.8125,0.8419666,1.891837
9615,9.93,2021-10-06 15:00:00,9.231018,1027.2444,2.0741699,2.9319057
9616,10.96,2021-10-06 16:00:00,9.627106,1026.8646,2.9184222,3.7247164
9617,11.42,2021-10-06 17:00:00,9.752533,1026.4756,3.0922809,3.7568
9618,11.35,2021-10-06 18:00:00,9.826263,1026.1416,2.9282959,4.005655
9619,10.71,2021-10-06 19:00:00,9.683136,1025.6193,2.751584,4.699864
9620,10.86,2021-10-06 20:00:00,9.463623,1025.2142,2.2299278,4.495679
9621,10.57,2021-10-06 21:00:00,9.059845,1024.5863,1.6477218,4.368169
9622,10.25,2021-10-06 22:00:00,8.526062,1024321,0.8229727,3.6570172
9623,9.39,2021-10-06 23:00:00,7.3197937,1024.1888,-0.1775941,1.9669155
9624,8.44,2021-10-07 00:00:00,6.246216,1023.84106,-1.0185539,1.0361372
9625,7.97,2021-10-07 01:00:00,3.6510925,1020.85596,-2.1050189,-0.49857685
9626,6.56,2021-10-07 02:00:00,3.4596863,1020.33545,-2.2064805,0.20850626
9627,6.08,2021-10-07 03:00:00,3.9769592,1020.0834,-2.8684287,-0.044545915
9628,5.39,2021-10-07 04:00:00,4.428589,1019.3502,-3.254192,-0.2930821
9629,5.62,2021-10-07 05:00:00,4.578888,1018.93243,-3.0358582,-0.0866711
9630,6.0,2021-10-07 06:00:00,4.8749695,1018.9656,-3.1947513,-0.10484087
9631,5.41,2021-10-07 07:00:00,4.7453613,1018.9356,-2.5527923,0.2578774
9632,5.69,2021-10-07 08:00:00,5.676697,1018.48456,-3.2594433,0.2745321
9633,6.08,2021-10-07 09:00:00,5.2526245,1018.1168,-2.2097952,0.1537462
9634,5.92,2021-10-07 10:00:00,4.7682495,1017.4855,-2.0202446,-0.14867559
9635,5.54,2021-10-07 11:00:00,5.495392,1017.73883,-2.8941727,0.3763627
9636,8.12,2021-10-07 12:00:00,6.362213,1018.0779,-3.1433408,1.6377666
9637,9.01,2021-10-07 13:00:00,8.168884,1018.0535,-1.5738131,2.5060265
9638,10.42,2021-10-07 14:00:00,9.910889,1017.3471,0.8799166,3.3983545
9639,10.69,2021-10-07 15:00:00,10.635559,1017.05,2.0802367,4.3804164
9640,11.3,2021-10-07 16:00:00,11.013214,1016.60736,3.0067942,5.563277
9641,11.61,2021-10-07 17:00:00,11.2438965,1016.42944,3.671734,5.2547746
9642,12.27,2021-10-07 18:00:00,11.416107,1016.1499,3.5751634,5.624909
9643,12.07,2021-10-07 19:00:00,11.0469055,1016.1304,2.9298954,5.0593143
9644,12.1,2021-10-07 20:00:00,10.101807,1016.3283,2.2349083,3.3737159
9645,11.86,2021-10-07 21:00:00,9.804169,1016.44336,1.4656621,3.064808
9646,11.13,2021-10-07 22:00:00,9.363739,1016.60944,1.3209113,2.8167586
9647,10.37,2021-10-07 23:00:00,8.556335,1016.7805,0.42250094,1.4814159
9648,10.17,2021-10-08 00:00:00,7.744934,1017.0797,-0.07264414,1.023825
9649,9.95,2021-10-08 01:00:00,5.9158325,1016.69086,-1.6247944,-1.0102193
9650,9.61,2021-10-08 02:00:00,5.7016296,1016.8858,-1.854962,-0.49186197
9651,9.31,2021-10-08 03:00:00,5.3029785,1016.9571,-2.1486723,-0.3058587
9652,9.21,2021-10-08 04:00:00,5.2139893,1017.0276,-2.0045595,-0.6922431
9653,8.82,2021-10-08 05:00:00,5.0304565,1016.90796,-2.0217047,-0.60137445
9654,8.32,2021-10-08 06:00:00,6.082062,1017.1881,-1.6202149,-0.3871314
9655,8.17,2021-10-08 07:00:00,5.6591187,1017.35913,-2.2309585,-0.7490322
9656,8.07,2021-10-08 08:00:00,4.948059,1017.6889,-1.9322568,-0.13439915
9657,8.0,2021-10-08 09:00:00,4.675415,1018.16626,-1.8494719,-0.7158981
9658,7.64,2021-10-08 10:00:00,4.524292,1018.2368,-1.8456838,-0.89239055
9659,7.77,2021-10-08 11:00:00,4.6831055,1018.6223,-1.8432208,-0.771041
9660,8.54,2021-10-08 12:00:00,7.152191,1018.92126,-2.0410051,-0.3716501
9661,9.48,2021-10-08 13:00:00,7.660797,1019.4261,-1.3510942,1.8427197
9662,9.58,2021-10-08 14:00:00,8.913635,1019.55096,-0.02869606,2.2156472
9663,10.52,2021-10-08 15:00:00,9.459595,1019.75854,2.0142758,2.8607554
9664,10.27,2021-10-08 16:00:00,9.8055725,1019.9808,2.588251,2.4635715
9665,10.61,2021-10-08 17:00:00,10.085236,1020.30646,2.8944573,2.4569452
9666,11.22,2021-10-08 18:00:00,10.243439,1020.3043,2.9545255,2.7016513
9667,11.18,2021-10-08 19:00:00,10.232147,1020.47107,2.7850301,2.87441
9668,11.37,2021-10-08 20:00:00,10.075012,1020.68884,2.3847392,3.115337
9669,10.88,2021-10-08 21:00:00,9.8220825,1020.9236,1.7813652,2.9881556
9670,10.66,2021-10-08 22:00:00,9.423431,1021.13055,1.1797624,2.4729173
9671,9.88,2021-10-08 23:00:00,8.482086,1021.48755,-0.09917241,0.86955464
9672,9.73,2021-10-09 00:00:00,7.5628967,1021.83264,-1.282674,-0.052244507
9673,9.66,2021-10-09 01:00:00,6.3762207,1020.7701,-1.0865784,0.92849225
9674,9.51,2021-10-09 02:00:00,7.5757446,1020.5589,-0.5548478,0.18502718
9675,9.24,2021-10-09 03:00:00,7.6798706,1020.9739,0.17278674,0.47403744
