Index,T2,Time,T2_WRF,P_WRF,U10_WRF,V10_WRF
4281,12.65,2021-02-26 09:00:00,12.093842,1012.8867,1.752975,0.87257534
4282,12.61,2021-02-26 10:00:00,12.098602,1013.1216,2.0423326,0.7801547
4283,12.44,2021-02-26 11:00:00,12.104553,1013.3271,1.8170723,1.0461859
4284,12.56,2021-02-26 12:00:00,12.0798645,1013.4479,-0.424985,-0.19456294
4285,12.8,2021-02-26 13:00:00,12.423737,1013.8767,-0.35011527,-1.4088907
4286,12.97,2021-02-26 14:00:00,12.954254,1014.0335,-0.39616895,-1.3018426
4287,13.59,2021-02-26 15:00:00,13.236084,1014.4055,0.47091395,1.1749386
4288,14.15,2021-02-26 16:00:00,13.860596,1014.4274,1.8269919,0.6437431
4289,15.29,2021-02-26 17:00:00,13.99881,1014.5265,2.8093145,0.2514888
4290,14.67,2021-02-26 18:00:00,13.878235,1014.86835,2.8916035,1.735221
4291,15.13,2021-02-26 19:00:00,13.622223,1015.0568,3.0597558,3.5249531
4292,15.06,2021-02-26 20:00:00,13.655731,1015271,2.7630355,2.945213
4293,14.53,2021-02-26 21:00:00,13.394745,1015.3142,1.8538657,2.129565
4294,14.31,2021-02-26 22:00:00,13.193939,1015.61365,1.611016,1.9060721
4295,13.95,2021-02-26 23:00:00,12.922241,1015.87537,1.1064416,2.6844807
4296,13.5,2021-02-27 00:00:00,12.743164,1016.1318,1.7281289,2.9536002
4297,13.57,2021-02-27 01:00:00,10.233673,1015.9989,-1.1946322,-1.5218422
4298,13.43,2021-02-27 02:00:00,10.034943,1015.9532,-1.6622026,-1.1731443
4299,13.18,2021-02-27 03:00:00,9.840973,1015.7434,-1.6649274,-1.1592553
4300,12.94,2021-02-27 04:00:00,9.573975,1015.8488,-1.6551294,-1.2948751
4301,12.68,2021-02-27 05:00:00,10.422394,1015.5564,-1.1201692,-1.1550087
4302,12.51,2021-02-27 06:00:00,10.621857,1015.77014,-1.3658746,-0.20385647
4303,12.39,2021-02-27 07:00:00,10.714752,1015.6895,-0.83623636,0.69975865
4304,12.12,2021-02-27 08:00:00,10.722565,1015.9175,-0.9870339,-0.072110705
4305,11.83,2021-02-27 09:00:00,10.908203,1015.91656,-1.7014239,-1.5855823
4306,11.64,2021-02-27 10:00:00,11.152679,1015.8858,-1.6039,-2.5324612
4307,12.03,2021-02-27 11:00:00,11.320679,1016.16974,-1.4744225,-1.9759066
4308,12.32,2021-02-27 12:00:00,11.723633,1016.35333,-1.6130888,-1.8774908
4309,12.97,2021-02-27 13:00:00,12.320831,1016.5564,-1.5284708,-1.7776589
4310,13.93,2021-02-27 14:00:00,13.115234,1016.5927,-0.2878083,0.044450685
4311,13.83,2021-02-27 15:00:00,14.136475,1016.5619,1.1607714,-0.14482954
4312,14.15,2021-02-27 16:00:00,14.716187,1016.53845,1.7641625,1.1123607
4313,15.22,2021-02-27 17:00:00,15.138306,1016.55865,2.0378442,1.3185886
4314,15.75,2021-02-27 18:00:00,15.261963,1016.5276,2.421562,1.0448362
4315,16.03,2021-02-27 19:00:00,15.331879,1016.4255,2.5346558,1.1812463
4316,15.56,2021-02-27 20:00:00,15.22345,1016.2968,2.2661035,1.0913869
4317,14.82,2021-02-27 21:00:00,14.935059,1016.31,1.8775685,1.3832556
4318,14.82,2021-02-27 22:00:00,14.436829,1016.4114,1.6402434,0.78211063
4319,14.53,2021-02-27 23:00:00,13.637238,1016.46045,1.056129,0.25382254
4320,14.36,2021-02-28 00:00:00,12.248749,1016.66125,0.5314017,-0.33346224
4321,14.24,2021-02-28 01:00:00,10.70639,1016.37854,-1.0832965,-1.0971552
4322,13.43,2021-02-28 02:00:00,10.425873,1016.17017,-0.7079767,-2.0793755
4323,12.49,2021-02-28 03:00:00,10.432312,1015.8486,-0.8991751,-2.1502743
4324,12.15,2021-02-28 04:00:00,10.6996765,1015.2532,-0.5301598,-2.2589016
4325,11.05,2021-02-28 05:00:00,11.644165,1015.5647,-1.0729467,-0.5955398
4326,11.9,2021-02-28 06:00:00,11.245392,1016.3457,-0.2621107,-1.2144907
4327,12.27,2021-02-28 07:00:00,11.689392,1016.0133,-0.51452994,-2.631714
4328,12.82,2021-02-28 08:00:00,12.459137,1015.9123,-0.93145543,-2.1996572
4329,13.02,2021-02-28 09:00:00,12.814484,1015.5705,-1.320498,-1.7512105
4330,13.21,2021-02-28 10:00:00,13.099945,1015.76843,-0.16240285,-1.1010888
4331,13.45,2021-02-28 11:00:00,12.833191,1016.0608,0.3855838,-1.4318947
4332,14.12,2021-02-28 12:00:00,13.622589,1016.0907,0.014609118,-2.9890587
4333,14.39,2021-02-28 13:00:00,14.277618,1016.0034,-1.0687039,-3.3316026
4334,15.06,2021-02-28 14:00:00,15.661804,1015965,0.74263734,-1.512728
4335,17.13,2021-02-28 15:00:00,17.138062,1015.9984,2.6967611,-3.6704032
4336,16.46,2021-02-28 16:00:00,17.130798,1015.94995,2.3916833,-4.553504
4337,15.99,2021-02-28 17:00:00,17.588562,1015.70917,3.1297944,-3.713629
4338,17.18,2021-02-28 18:00:00,17.872528,1015.8251,3.6930346,-4.141405
4339,16.18,2021-02-28 19:00:00,17.58609,1015.7686,3.6645029,-3.9305377
4340,15.91,2021-02-28 20:00:00,17.395905,1015.68256,2.8951092,-3.862943
4341,16.68,2021-02-28 21:00:00,17.36676,1015587,2.9522085,-3.6010394
4342,16.7,2021-02-28 22:00:00,16.59143,1015.7225,2.8011618,-3.8143377
4343,16.27,2021-02-28 23:00:00,16.104523,1015764,2.0935924,-3.162501
4344,16.3,2021-03-01 00:00:00,16.139404,1015.7266,1.7038977,-3.1236665
4345,17.58,2021-03-01 01:00:00,15.895874,1013.9125,0.13630491,-2.0929828
4346,16.39,2021-03-01 02:00:00,15.734528,1014.2419,0.8741954,-3.375663
4347,15.39,2021-03-01 03:00:00,16.319183,1013.91016,1.270065,-4.259256
4348,15.7,2021-03-01 04:00:00,16.352478,1013603,1.0485959,-4.506131
4349,15.39,2021-03-01 05:00:00,16.37262,1013.90765,1.657168,-3.641238
4350,16.13,2021-03-01 06:00:00,16.17517,1014.0055,1.1690843,-4.178889
4351,16.25,2021-03-01 07:00:00,16.064087,1013.9895,1.3226596,-3.9799607
4352,16.39,2021-03-01 08:00:00,15.971283,1013.91943,1.0987337,-3.14056
4353,15.87,2021-03-01 09:00:00,15.6138,1013.76666,0.99379635,-3.3251219
4354,16.39,2021-03-01 10:00:00,15.418671,1013.9091,1.3038229,-2.7791092
4355,16.18,2021-03-01 11:00:00,15.063721,1014.0684,1.3780613,-1.2641267
4356,15.99,2021-03-01 12:00:00,14.79071,1014.0446,2.1536038,-0.09751336
4357,15.41,2021-03-01 13:00:00,14.378174,1014.3248,0.079289556,1.4776742
4358,14.24,2021-03-01 14:00:00,14.393372,1014.4361,0.14579199,2.4645429
4359,14.17,2021-03-01 15:00:00,16.593658,1014.4082,0.2130703,2.5040882
4360,14.03,2021-03-01 16:00:00,16.594208,1014.3718,3.1296396,4.45111
4361,15.29,2021-03-01 17:00:00,16.724121,1014.64923,2.9971352,5.2946196
4362,14.55,2021-03-01 18:00:00,16.105225,1014.97955,3.5540764,5.636436
4363,14.91,2021-03-01 19:00:00,16.188385,1015.1638,2.259417,4.7037582
4364,15.01,2021-03-01 20:00:00,15.894592,1015.2352,2.2404485,4.5321703
4365,14.65,2021-03-01 21:00:00,15.543182,1015.25854,2.421899,3.9556916
4366,14.27,2021-03-01 22:00:00,14.799805,1015.52295,1.9734976,3.438662
4367,14.58,2021-03-01 23:00:00,14.002136,1015.60596,0.763009,2.569139
4368,13.71,2021-03-02 00:00:00,12.610901,1015.78937,-0.07383278,1.1949362
4369,12.32,2021-03-02 01:00:00,10.762878,1015.2299,-0.2033921,1.7425259
4370,12.44,2021-03-02 02:00:00,10.332733,1014.9475,-1.8716956,0.5523191
4371,12.24,2021-03-02 03:00:00,10.28125,1014.48236,-1.1635815,1.8638902
4372,11.69,2021-03-02 04:00:00,10.7561035,1014.6797,-0.44341663,1.8870918
4373,11.1,2021-03-02 05:00:00,10.489899,1014.9003,0.49819437,2.8942568
4374,11.0,2021-03-02 06:00:00,9.694977,1014.8547,-0.89829254,1.1936564
4375,11.2,2021-03-02 07:00:00,10.142395,1014.50256,0.07153637,1.0103018
4376,10.71,2021-03-02 08:00:00,9.040558,1014.9713,-0.57581073,1.2555025
4377,10.96,2021-03-02 09:00:00,8.938385,1015.21295,-1.570186,0.76566684
4378,10.83,2021-03-02 10:00:00,10.7968445,1015.39954,-0.8868841,0.6188767
4379,10.59,2021-03-02 11:00:00,10.877441,1015.6472,-0.42256117,0.82832354
4380,12.46,2021-03-02 12:00:00,10.896057,1015.4791,-0.3714697,1.2803235
4381,13.74,2021-03-02 13:00:00,12.787231,1015.49915,0.9986857,1.9332314
4382,13.83,2021-03-02 14:00:00,14.256317,1015.3956,0.8627202,1.9926616
4383,14.34,2021-03-02 15:00:00,15.75885,1015.1612,1.6695956,3.0808175
4384,14.84,2021-03-02 16:00:00,16.75998,1014.9931,1.2684968,3.7617912
4385,15.8,2021-03-02 17:00:00,16.598175,1015.0668,2.3710673,4.5152144
4386,15.87,2021-03-02 18:00:00,16.535065,1015.2743,2.0606122,4.778349
4387,15.58,2021-03-02 19:00:00,16.77597,1015.2274,1.641609,3.7654867
4388,16.2,2021-03-02 20:00:00,16.676727,1015.2095,1.1961278,3.55104
4389,16.3,2021-03-02 21:00:00,16.311401,1015.03455,0.99359465,2.0416257
4390,16.25,2021-03-02 22:00:00,15.910065,1014.84937,0.5568127,0.8816728
4391,15.72,2021-03-02 23:00:00,14.518341,1014.82495,0.93952614,0.81335133
4392,14.79,2021-03-03 00:00:00,13.592346,1014.94885,0.5999508,1.5861584
4393,13.26,2021-03-03 01:00:00,12.616669,1014.7408,0.53358513,0.87366223
4394,12.51,2021-03-03 02:00:00,12.536194,1014.45874,-0.4116783,0.9192857
4395,12.17,2021-03-03 03:00:00,14.184601,1014.1281,-0.6571347,0.89776886
4396,11.98,2021-03-03 04:00:00,11.1536255,1015.06244,1.3071638,1.5796474
4397,11.32,2021-03-03 05:00:00,10.857117,1015.3862,-0.30330423,1.5955981
4398,11.52,2021-03-03 06:00:00,12.639526,1015354,-0.29381043,0.8254482
4399,11.18,2021-03-03 07:00:00,11.368256,1015.01685,1.1520585,1.4404187
4400,11.22,2021-03-03 08:00:00,12.415253,1015.96716,-0.067962185,0.6350372
4401,11.44,2021-03-03 09:00:00,11.062164,1015731,0.5830867,1.0366994
4402,11.59,2021-03-03 10:00:00,10.849335,1015.7968,-0.661518,1.0181546
4403,11.69,2021-03-03 11:00:00,12.357025,1016.5117,-0.7159398,0.11171252
4404,12.92,2021-03-03 12:00:00,12.249634,1016.38007,1.0348451,0.7053086
4405,14.65,2021-03-03 13:00:00,12.675903,1016.7135,0.1280266,0.8181627
4406,15.01,2021-03-03 14:00:00,14.190521,1017.2557,0.42101455,0.18241055
4407,15.49,2021-03-03 15:00:00,14.019196,1017.8137,1.0056996,0.652639
4408,16.2,2021-03-03 16:00:00,14.458466,1017.8975,1.2454232,0.93178713
4409,14.79,2021-03-03 17:00:00,15.174316,1018.00085,1.2083957,0.363131
4410,15.1,2021-03-03 18:00:00,16.527435,1018.0712,2.7832758,1.6956303
4411,17.34,2021-03-03 19:00:00,16.344025,1018.0346,2.6053061,1.6201457
4412,15.84,2021-03-03 20:00:00,15.5980835,1018.2914,2.501182,2.0011919
4413,16.42,2021-03-03 21:00:00,15.226929,1018.3304,1.8704214,1.3621725
4414,16.25,2021-03-03 22:00:00,14.712952,1018.8045,1.4623266,1.0065677
4415,15.34,2021-03-03 23:00:00,14.086182,1018.8577,0.5520754,0.7021971
4416,14.1,2021-03-04 00:00:00,12.490326,1019.1135,0.37241635,1.0081074
4417,14.05,2021-03-04 01:00:00,11.938965,1018.8008,-1.0014241,-0.22968988
4418,13.62,2021-03-04 02:00:00,11.324127,1019.4278,0.05931326,1.0985298
4419,12.8,2021-03-04 03:00:00,10.951965,1019.3977,-0.98664606,0.69875497
4420,12.1,2021-03-04 04:00:00,10.982025,1019.8107,-1.2616938,0.1975863
4421,11.83,2021-03-04 05:00:00,12.159546,1019.4833,-0.77161855,0.19407521
4422,10.91,2021-03-04 06:00:00,11.795074,1019.6306,-0.5350157,0.4660627
4423,10.49,2021-03-04 07:00:00,9.729828,1019.39575,-0.5594503,1.0301585
4424,9.56,2021-03-04 08:00:00,11.4010315,1019.34705,-0.85774,0.40311867
4425,8.89,2021-03-04 09:00:00,9.027435,1019.2799,0.7613617,1.3025532
4426,9.06,2021-03-04 10:00:00,8.695068,1019.11163,0.5116021,1.3202926
4427,9.48,2021-03-04 11:00:00,8.953705,1018.92523,-0.37651083,1.2873964
4428,12.29,2021-03-04 12:00:00,10.729797,1018.6155,-1.73011,0.90922874
4429,15.44,2021-03-04 13:00:00,14.21051,1018.1954,-1.0554901,2.4098563
4430,14.48,2021-03-04 14:00:00,16.697601,1017.81995,-2.2388616,2.7443638
4431,14.98,2021-03-04 15:00:00,17.427185,1017418,-0.31967553,3.1343656
4432,16.01,2021-03-04 16:00:00,17.010498,1017.1492,1.8714663,3.2668202
4433,15.91,2021-03-04 17:00:00,16.855957,1017.0951,2.489505,3.6799386
4434,15.94,2021-03-04 18:00:00,16.96457,1017.20984,2.202391,3.51925
4435,17.06,2021-03-04 19:00:00,16.99939,1016.8462,1.5403589,2.8355596
4436,17.51,2021-03-04 20:00:00,17.088104,1016577,1.3392165,1.9182078
4437,17.22,2021-03-04 21:00:00,16.84674,1015.74133,1.2578094,0.86469495
4438,16.49,2021-03-04 22:00:00,16.130646,1015.3052,1.4216217,0.43568122
4439,16.53,2021-03-04 23:00:00,14.683594,1014.6951,1.3018146,0.7984237
4440,14.6,2021-03-05 00:00:00,13.053406,1014.5036,0.61057025,0.6914733
4441,13.31,2021-03-05 01:00:00,11.969757,1013.3031,-0.45880753,1.9572928
4442,12.29,2021-03-05 02:00:00,12.183716,1013.2009,-0.8840763,1.4329476
4443,11.37,2021-03-05 03:00:00,12.236389,1012.8276,-0.41390386,1.4753796
4444,10.96,2021-03-05 04:00:00,11.379303,1012.8271,-0.4718081,1.9662012
4445,10.47,2021-03-05 05:00:00,10.757599,1012.4601,-0.15762968,2.0598671
4446,10.54,2021-03-05 06:00:00,11.929749,1012.09576,-0.0937271,1.0956876
4447,9.93,2021-03-05 07:00:00,12.895172,1011.7891,-0.41657075,0.71401954
4448,9.34,2021-03-05 08:00:00,10.4296875,1011.3934,0.05571154,1.4932017
4449,8.97,2021-03-05 09:00:00,9.592926,1011.22345,0.21620435,1.6201909
4450,8.42,2021-03-05 10:00:00,11.460144,1011.03046,-0.42028058,1.0372444
4451,8.62,2021-03-05 11:00:00,9.620361,1010.8747,-0.08435009,1.5066133
4452,11.05,2021-03-05 12:00:00,10.453949,1010.7205,-0.23589368,1.7716932
4453,15.58,2021-03-05 13:00:00,13.399048,1010.4164,-0.49758482,0.9530789
4454,15.22,2021-03-05 14:00:00,14.930695,1010.03796,-0.012787018,1.6943043
4455,15.08,2021-03-05 15:00:00,15.911285,1009.6563,1.5080837,1.9846575
4456,15.77,2021-03-05 16:00:00,15.695618,1009.3794,2.2092493,1.9045373
4457,14.15,2021-03-05 17:00:00,15.257446,1009.4124,3.047721,1.1430534
4458,15.87,2021-03-05 18:00:00,14.948853,1009.7046,3.062712,0.16255717
4459,16.22,2021-03-05 19:00:00,14.735138,1009.71045,2.7485614,-0.33222505
4460,16.56,2021-03-05 20:00:00,14.767303,1009.7777,2.407685,-0.35185397
4461,16.11,2021-03-05 21:00:00,14.466003,1009.7007,2.3516815,-1.0597041
4462,15.6,2021-03-05 22:00:00,14.112457,1009.69366,1.6789796,-1.6644224
4463,14.82,2021-03-05 23:00:00,13.286591,1009.37036,1.9023904,-0.44913474
4464,13.62,2021-03-06 00:00:00,11.745697,1009.59924,1.1137694,-1.2043859
4465,12.53,2021-03-06 01:00:00,10.892578,1008.80835,-0.07875914,-2.2566574
4466,13.11,2021-03-06 02:00:00,10.982178,1008.7916,-0.39307004,-2.9313905
4467,14.77,2021-03-06 03:00:00,11.752502,1008.75085,-0.09413295,-4.0424943
4468,14.72,2021-03-06 04:00:00,13.692566,1008.8831,0.4079182,-5.190902
4469,15.65,2021-03-06 05:00:00,14.197327,1008.2367,0.40303102,-5.133203
4470,15.44,2021-03-06 06:00:00,14.668304,1008.6426,1.5510088,-6.244276
4471,16.56,2021-03-06 07:00:00,14.8975525,1008.79877,1.7248946,-7.4515557
4472,17.01,2021-03-06 08:00:00,15.042206,1009.0561,1.943985,-8.105713
4473,17.13,2021-03-06 09:00:00,15.067993,1009.1557,1.9415745,-8.899999
4474,17.75,2021-03-06 10:00:00,15.296539,1009.14764,1.7515818,-9.105198
4475,16.56,2021-03-06 11:00:00,15.527344,1009241,2.6001296,-9.232023
4476,16.8,2021-03-06 12:00:00,15.357178,1009.31696,2.6554983,-8.919164
4477,15.82,2021-03-06 13:00:00,15.903412,1009.38,2.3019102,-8.867931
4478,16.01,2021-03-06 14:00:00,15.908325,1009.44556,2.3576128,-8.182966
4479,17.75,2021-03-06 15:00:00,16.52304,1009.67596,3.0473027,-7.8990154
4480,16.32,2021-03-06 16:00:00,15.851074,1010.0357,3.5620592,-8.179795
4481,15.17,2021-03-06 17:00:00,15.8741455,1010.54846,4.3481164,-7.4814587
4482,15.01,2021-03-06 18:00:00,16.34018,1010988,3.7623138,-5.3703628
4483,14.91,2021-03-06 19:00:00,17.01593,1011.1792,4.345553,-4.3703933
4484,14.79,2021-03-06 20:00:00,16.165924,1011.25903,3.8104868,-3.7446625
4485,14.67,2021-03-06 21:00:00,16.345978,1011.24524,4.1842585,-3.8295958
4486,14.74,2021-03-06 22:00:00,15.759125,1011.3805,3.1173346,-3.5045958
4487,14.22,2021-03-06 23:00:00,14.805725,1011.46893,2.194558,-3.5663147
4488,14.05,2021-03-07 00:00:00,14.4800415,1011.9318,2.522795,-3.536132
4489,14.05,2021-03-07 01:00:00,11.954132,1012.47046,-0.26327983,-2.9694552
4490,14.39,2021-03-07 02:00:00,12.252167,1011.7974,0.48102584,-3.787417
4491,14.36,2021-03-07 03:00:00,12.479523,1011.99365,0.88321054,-4.1818776
4492,14.15,2021-03-07 04:00:00,13.263641,1011.5617,0.9420265,-4.893739
4493,14.31,2021-03-07 05:00:00,13.347504,1011.4506,0.3826929,-4.1643953
4494,14.31,2021-03-07 06:00:00,13.330597,1011.5779,0.49317515,-3.5196896
4495,14.29,2021-03-07 07:00:00,13.175446,1011.52905,0.8896808,-4.799704
4496,13.88,2021-03-07 08:00:00,13.435211,1011.35345,2.177075,-2.651432
4497,14.22,2021-03-07 09:00:00,14.040497,1011.6346,4.0032644,-7.4161825
4498,14.72,2021-03-07 10:00:00,14.13858,1011.9561,3.559976,-6.3133874
4499,14.72,2021-03-07 11:00:00,13.8958435,1012.3717,3.225297,-4.2340827
4500,14.96,2021-03-07 12:00:00,13.607971,1012.6103,2.2858658,-3.9731758
4501,15.68,2021-03-07 13:00:00,14.823273,1013.2427,4.5423703,-3.8133364
4502,16.13,2021-03-07 14:00:00,15.552124,1013.6639,5.598745,-4.0351324
4503,16.3,2021-03-07 15:00:00,14.92041,1014.1259,5.2681065,-4.7742777
4504,17.15,2021-03-07 16:00:00,16.059479,1014136,5.546049,-5.6201296
4505,15.22,2021-03-07 17:00:00,15.596497,1015.01166,5.4602785,-5.407758
4506,15.7,2021-03-07 18:00:00,15.461975,1015.76935,5.237876,-4.7964787
4507,16.99,2021-03-07 19:00:00,16.65094,1016.2434,6.268524,-4.4872756
4508,16.65,2021-03-07 20:00:00,15.88858,1017.0772,6.309706,-3.3277564
4509,14.53,2021-03-07 21:00:00,15.693268,1017.4534,5.0719814,-2.0854654
4510,14.55,2021-03-07 22:00:00,15.22525,1017.43414,4.2509785,-2.751161
4511,14.39,2021-03-07 23:00:00,14.153412,1018.1576,2.5870657,-2.462438
4512,13.28,2021-03-08 00:00:00,13.49115,1018.4572,2.352604,-2.6229386
4513,13.16,2021-03-08 01:00:00,9.753662,1018468,-0.4956722,-1.9364066
4514,12.29,2021-03-08 02:00:00,9.590851,1018.83124,0.028950335,-2.0757205
4515,12.0,2021-03-08 03:00:00,9.220978,1019.32025,-1.2667905,-1.6381216
4516,11.37,2021-03-08 04:00:00,8.944214,1019.72015,-2.0411186,-0.8158654
4517,11.2,2021-03-08 05:00:00,8.824524,1019.4084,-1.8589349,-1.3773851
4518,10.71,2021-03-08 06:00:00,9.081055,1020.18414,0.33058932,-1.9724841
4519,10.22,2021-03-08 07:00:00,9.201111,1020.1465,1.18537,-1.5338804
4520,10.2,2021-03-08 08:00:00,8.703278,1020.49274,-0.5494237,-1.4777329
4521,10.54,2021-03-08 09:00:00,8.342682,1020.30786,-1.6957287,-1.3358843
4522,10.42,2021-03-08 10:00:00,8.279358,1020.46686,-2.049693,-0.79976475
4523,9.9,2021-03-08 11:00:00,8.460724,1020.1086,-2.1712165,-1.5360262
4524,12.1,2021-03-08 12:00:00,10.424133,1019.8917,-2.3120396,-1.1286383
4525,14.43,2021-03-08 13:00:00,12.820709,1019.5657,-1.3839717,-0.30268055
4526,16.08,2021-03-08 14:00:00,14.131866,1019.1347,0.021950895,0.75444645
4527,16.89,2021-03-08 15:00:00,14.693817,1018.3297,1.4788369,1.1060369
4528,17.27,2021-03-08 16:00:00,14.966797,1017.8342,2.51528,1.8139133
4529,16.42,2021-03-08 17:00:00,15.12439,1017.5419,2.4763584,1.7542219
4530,16.46,2021-03-08 18:00:00,15.201538,1017.34436,2.3567688,1.8351953
4531,16.87,2021-03-08 19:00:00,15.134064,1016.3315,2.4277987,2.217651
4532,16.7,2021-03-08 20:00:00,14.939758,1015.36475,1.9154426,1.6701847
4533,15.56,2021-03-08 21:00:00,14.858826,1014356,1.3417538,1.6970125
4534,15.75,2021-03-08 22:00:00,14.423737,1013.77185,0.916318,1.8251959
4535,14.79,2021-03-08 23:00:00,13.330902,1013.0904,1.5344225,1.3752615
4536,13.4,2021-03-09 00:00:00,11.90329,1012.7195,0.971331,0.1565521
4537,12.32,2021-03-09 01:00:00,10.627686,1011.8512,-1.2678195,-0.63376683
4538,11.9,2021-03-09 02:00:00,10.54187,1010.4339,0.04321583,-2.142029
4539,11.25,2021-03-09 03:00:00,10.474396,1010.34283,1.0056456,-1.660005
4540,10.34,2021-03-09 04:00:00,10.896576,1010.19336,2.1167784,-1.9893878
4541,9.85,2021-03-09 05:00:00,10.156006,1009.3904,1.4788239,-1.7908641
4542,9.66,2021-03-09 06:00:00,9.802307,1008.9875,1.2674292,-1.9670876
4543,9.51,2021-03-09 07:00:00,11.158936,1008.78033,1.6161547,-3.4183125
4544,8.87,2021-03-09 08:00:00,11.889313,1008.4623,1.1925966,-4.895616
4545,8.77,2021-03-09 09:00:00,12.176086,1008.0418,0.68052226,-6.2657437
4546,9.58,2021-03-09 10:00:00,12.605804,1007.8179,0.4339326,-7.2925024
4547,9.44,2021-03-09 11:00:00,13.50238,1007.1115,0.10939764,-7.7122264
4548,10.79,2021-03-09 12:00:00,14.210327,1006.70264,0.82516617,-7.821718
4549,14.84,2021-03-09 13:00:00,14.80188,1006.25916,1.2720861,-9.579975
4550,18.46,2021-03-09 14:00:00,15.169128,1005.6887,1.274875,-10.70733
4551,18.25,2021-03-09 15:00:00,15.475433,1005.07935,2.2003005,-12.34507
4552,20.53,2021-03-09 16:00:00,16.38443,1004.46643,1.4613549,-13.320704
4553,20.25,2021-03-09 17:00:00,17.147217,1003.8669,0.5345543,-14.108596
4554,20.34,2021-03-09 18:00:00,17.65091,1003.3861,1.0232182,-15.277552
4555,18.18,2021-03-09 19:00:00,17.631104,1002.6833,1.5765883,-15.831556
4556,18.39,2021-03-09 20:00:00,16.877502,1001.9929,2.4232044,-15.669771
4557,18.1,2021-03-09 21:00:00,16.340698,1001.6223,3.0399187,-15.602186
4558,17.84,2021-03-09 22:00:00,16.039734,1001.8113,3.8498979,-15.78221
4559,16.72,2021-03-09 23:00:00,16.050629,1002.24994,3.84339,-14.302186
4560,17.15,2021-03-10 00:00:00,15.842072,1002.98944,4.177443,-12.091538
4561,16.92,2021-03-10 01:00:00,16.170166,1002.8636,2.3607368,-11.28021
4562,17.34,2021-03-10 02:00:00,16.199951,1002.7697,3.6644864,-11.5726795
4563,17.37,2021-03-10 03:00:00,15.998657,1002.4076,5.1993904,-11.499794
4564,16.46,2021-03-10 04:00:00,15.938477,1002.69055,4.844338,-10.052991
4565,15.77,2021-03-10 05:00:00,15.237762,1002464,7.622637,-6.3174963
4566,15.65,2021-03-10 06:00:00,14.9244995,1002.7141,4.197757,-7.142705
4567,15.32,2021-03-10 07:00:00,14.246429,1003.2294,5.1032095,-5.705356
4568,15.27,2021-03-10 08:00:00,14.365112,1003478,4.447609,-5.9838295
4569,15.32,2021-03-10 09:00:00,13.941071,1004.0779,7.344021,-5.035344
4570,13.33,2021-03-10 10:00:00,13.794281,1004.1728,6.2808304,-6.2439733
4571,13.98,2021-03-10 11:00:00,12.803375,1004.4528,5.0159316,-7.2620797
4572,13.71,2021-03-10 12:00:00,12.809418,1004.61444,8.855503,-2.4880908
4573,11.47,2021-03-10 13:00:00,13.185638,1004.7032,8.411665,-4.918827
4574,12.9,2021-03-10 14:00:00,12.287018,1005.66266,5.898843,-5.066578
4575,13.47,2021-03-10 15:00:00,13.918152,1006.2422,9.023743,0.52960855
4576,10.54,2021-03-10 16:00:00,12.697632,1007.27563,8.829991,-1.0189818
4577,13.4,2021-03-10 17:00:00,13.084747,1008.0921,7.814047,-2.7187014
4578,13.76,2021-03-10 18:00:00,12.688934,1008.87946,6.1190844,-3.7141228
4579,13.23,2021-03-10 19:00:00,12.301117,1009.6887,6.4814143,-2.6617198
4580,13.21,2021-03-10 20:00:00,12.37323,1010.41077,7.9086046,-3.6723557
4581,12.44,2021-03-10 21:00:00,12.901215,1010.56476,8.806259,-4.7481813
4582,13.4,2021-03-10 22:00:00,12.362488,1011.8918,9.946843,2.989737
4583,12.75,2021-03-10 23:00:00,12.041412,1012.8268,7.029913,-2.8133886
4584,12.49,2021-03-11 00:00:00,11.799286,1013.5742,4.894706,0.08592072
4585,12.65,2021-03-11 01:00:00,11.4140625,1013.2902,5.80739,-3.399381
4586,12.32,2021-03-11 02:00:00,12.094208,1013.8586,6.672315,-3.3068395
4587,11.25,2021-03-11 03:00:00,12.037537,1013447,5.788873,-3.7568145
4588,11.59,2021-03-11 04:00:00,12.468842,1014.46185,4.735867,-4.2373557
4589,12.36,2021-03-11 05:00:00,12.3396,1013.7829,4.192565,-4.911305
4590,13.16,2021-03-11 06:00:00,12.394012,1013.8572,3.9175513,-5.446337
4591,12.87,2021-03-11 07:00:00,12.901337,1013.90155,3.983988,-5.9841323
4592,13.26,2021-03-11 08:00:00,13.187073,1014.3322,3.5652578,-5.977334
4593,12.82,2021-03-11 09:00:00,13.370117,1014.5132,3.4965098,-6.339941
4594,12.99,2021-03-11 10:00:00,13.535095,1014.8978,3.3744967,-6.6917276
4595,13.5,2021-03-11 11:00:00,13.572174,1015.38165,3.8136172,-6.897172
4596,13.71,2021-03-11 12:00:00,13.580414,1015.5593,4.21856,-6.681425
4597,13.57,2021-03-11 13:00:00,13.549896,1016.0673,4.858274,-5.834472
4598,13.52,2021-03-11 14:00:00,13.647339,1016.3753,3.562111,-7.121732
4599,13.76,2021-03-11 15:00:00,13.928314,1016.5227,4.401387,-4.9060125
4600,14.1,2021-03-11 16:00:00,14.807373,1016.9211,4.34364,-3.481285
4601,14.53,2021-03-11 17:00:00,14.841553,1017.2584,2.6365018,-3.1931915
4602,14.55,2021-03-11 18:00:00,15.377838,1017.6654,3.1434,-3.3892403
