Time,T2,T2_WRF,P_WRF,U10_WRF,V10_WRF
01-Aug-2021 00:00:00,5.94,3.34780883789062,1022.02264404297,0.439612060785294,-1.63452041149139
01-Aug-2021 01:00:00,6.45,3.22674560546875,1021.48602294922,0.176690429449081,-2.56680297851562
01-Aug-2021 02:00:00,6.5,3.24417114257812,1022.00061035156,1.00987911224365,-2.34066390991211
01-Aug-2021 03:00:00,6.82,3.17477416992188,1021.71960449219,1.097323179245,-2.12217473983765
01-Aug-2021 04:00:00,6.66,3.50494384765625,1021.39294433594,0.488029778003693,-2.96339583396912
01-Aug-2021 05:00:00,7.37,4.20315551757812,1021.37127685547,0.228250980377197,-3.43474864959717
01-Aug-2021 06:00:00,7.83,4.57235717773438,1021.01611328125,-0.0352780520915985,-3.91128754615784
01-Aug-2021 07:00:00,8,5.42562866210938,1020.61560058594,-0.244431763887405,-4.57307863235474
01-Aug-2021 08:00:00,8.22,5.87149047851562,1020.25604248047,0.444372892379761,-4.66463422775269
01-Aug-2021 09:00:00,8.77,6.017578125,1019.81323242188,0.890787839889526,-5.10242891311646
01-Aug-2021 10:00:00,8.52,5.77731323242188,1019.50225830078,0.99040013551712,-6.09545612335205
01-Aug-2021 11:00:00,8.27,6.14627075195312,1019.11773681641,0.566100716590881,-6.6354718208313
01-Aug-2021 12:00:00,8.44,6.26388549804688,1018.87829589844,0.617011189460754,-6.36302280426025
01-Aug-2021 13:00:00,8.53,6.40701293945312,1018.54217529297,0.186666712164879,-5.97247266769409
01-Aug-2021 14:00:00,8.61,6.65469360351562,1018.17602539062,0.0431585200130939,-6.389573097229
01-Aug-2021 15:00:00,8.89,7.19207763671875,1017.70251464844,0.0181230939924717,-6.44796466827393
01-Aug-2021 16:00:00,8.84,7.65304565429688,1017.55633544922,0.215844571590424,-6.27120208740234
01-Aug-2021 17:00:00,8.63,7.98135375976562,1017.44665527344,0.0457012578845024,-5.72671365737915
01-Aug-2021 18:00:00,8.75,8.678955078125,1017.25134277344,1.47118842601776,-6.23794507980347
01-Aug-2021 19:00:00,8.81,8.804931640625,1016.93530273438,1.63001298904419,-6.61204385757446
01-Aug-2021 20:00:00,8.93,8.8216552734375,1016.697265625,1.61728715896606,-6.54975080490112
01-Aug-2021 21:00:00,9.16,8.740478515625,1016.51348876953,1.78372001647949,-6.30431842803955
01-Aug-2021 22:00:00,9.36,8.67926025390625,1016.35760498047,1.54628765583038,-5.98087978363037
01-Aug-2021 23:00:00,9.38,8.61398315429688,1016.19140625,1.12604236602783,-5.91060733795166
02-Aug-2021 00:00:00,9.46,8.59674072265625,1016.55444335938,0.199363335967064,-7.12546539306641
02-Aug-2021 01:00:00,9.51,8.90621948242188,1015.05999755859,2.23224496841431,-6.6173038482666
02-Aug-2021 02:00:00,9.93,9.34701538085938,1014.65576171875,3.37050271034241,-5.971435546875
02-Aug-2021 03:00:00,9.91,9.60665893554688,1015.01232910156,3.28587961196899,-5.87769889831543
02-Aug-2021 04:00:00,9.52,9.64382934570312,1014.44134521484,4.21687412261963,-5.49157238006592
02-Aug-2021 05:00:00,9.78,9.68649291992188,1015.29132080078,3.20503664016724,-5.53085422515869
02-Aug-2021 06:00:00,9.66,9.60000610351562,1015.07580566406,3.05284762382507,-5.52982950210571
02-Aug-2021 07:00:00,9.71,9.45013427734375,1014.90533447266,2.16594934463501,-5.66784048080444
02-Aug-2021 08:00:00,10.12,9.46923828125,1014.82861328125,2.15198564529419,-5.34553480148315
02-Aug-2021 09:00:00,10.75,9.6134033203125,1015.06634521484,3.4928343296051,-5.67828178405762
02-Aug-2021 10:00:00,11.09,9.68475341796875,1015.15533447266,4.15099477767944,-5.25132703781128
02-Aug-2021 11:00:00,11.21,9.65777587890625,1014.94244384766,4.45619964599609,-5.09310150146484
02-Aug-2021 12:00:00,11.67,9.5675048828125,1015.31085205078,3.83573198318481,-3.97947216033936
02-Aug-2021 13:00:00,11.19,9.53244018554688,1015.84454345703,4.08628511428833,-3.12172818183899
02-Aug-2021 14:00:00,11.25,9.47735595703125,1016.62084960938,2.61921763420105,-1.14209997653961
02-Aug-2021 15:00:00,11.48,9.48654174804688,1017.18865966797,2.40694570541382,-0.102220192551613
02-Aug-2021 16:00:00,10.65,9.67654418945312,1017.37188720703,3.44929051399231,-0.0221431329846382
02-Aug-2021 17:00:00,9.27,9.61346435546875,1017.48162841797,4.47156047821045,0.516224920749664
02-Aug-2021 18:00:00,8.18,10.7238464355469,1017.82397460938,4.80000495910645,1.32922828197479
02-Aug-2021 19:00:00,7.86,9.96432495117188,1018.14685058594,4.087327003479,1.16003882884979
02-Aug-2021 20:00:00,7.4,8.99215698242188,1018.47290039062,4.08954572677612,0.796837866306305
02-Aug-2021 21:00:00,6.77,7.71932983398438,1019.24462890625,4.51531744003296,1.37744700908661
02-Aug-2021 22:00:00,6.32,7.06304931640625,1019.70330810547,4.11069297790527,1.70589733123779
02-Aug-2021 23:00:00,6.07,6.281982421875,1019.98291015625,3.46183228492737,1.03469681739807
03-Aug-2021 00:00:00,5.89,5.49395751953125,1020.66326904297,2.31102681159973,1.53507709503174
03-Aug-2021 01:00:00,5.58,5.6483154296875,1019.99786376953,3.75495529174805,1.50573098659515
03-Aug-2021 02:00:00,4.98,5.41796875,1020.40789794922,3.33791756629944,1.97563910484314
03-Aug-2021 03:00:00,4.5,4.66635131835938,1021.58184814453,1.89297330379486,1.49716210365295
03-Aug-2021 04:00:00,4.57,4.033935546875,1021.46203613281,1.38338375091553,1.54529130458832
